#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.;;;;
#file_info: --- Simulated load profile with synPRO --- number of occupants: 4 --- socioeconomic factor: FAM --- climate region: TRY2010_6_Jahr.dat --- total energy demand: 116.376916697922 ---  Building TypeSFH_2 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de;;;;
#timestep_sec: 900;;;;
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_htg;W;power;heating demand for space heating
#005;t_room;°C;temperature;room temperature
#006;t_amb;°C;temperature;ambient temperature
#007;heating_on;-;-;value, which provides under-use of the heating temperature limit and the average outdoor temperature, the starting and shutdown signal for the heating system
#008;P_pvn;W/Wp;specific power;specific power of an PV-plant, which has an optimal slope and oriented to south
#simulated building;SFH_2;;;
#set point temperature heating day [°C];21;;;
#set point temperature heating night [°C];17;;;
#set point temperature cooling [°C];26;;;
#orientation of the building [°];0;;;
#climate region;TRY2010_6_Jahr.dat;;;
#number of houses;1;;;
#number of apartments;1;;;
#number of occupants;4;;;
#working pattern;FAM;;;
#specific heating load;162;kWh/m²;;
YYYYMMDD;hhmmss;unixtimestamp;Q_htg;
20210101;0;1609455600;2805.91857645569;
20210101;1500;1609456500;3087.82922312154;
20210101;3000;1609457400;3369.73986978739;
20210101;4500;1609458300;3651.65051645325;
20210101;10000;1609459200;3933.5611631191;
20210101;11500;1609460100;4150.81252091937;
20210101;13000;1609461000;4368.06387871963;
20210101;14500;1609461900;4585.3152365199;
20210101;20000;1609462800;4802.56659432017;
20210101;21500;1609463700;4934.22111599739;
20210101;23000;1609464600;5065.87563767462;
20210101;24500;1609465500;5197.53015935184;
20210101;30000;1609466400;5329.18468102907;
20210101;31500;1609467300;5420.14064846303;
20210101;33000;1609468200;5511.09661589699;
20210101;34500;1609469100;5602.05258333095;
20210101;40000;1609470000;5693.00855076491;
20210101;41500;1609470900;5754.50995491857;
20210101;43000;1609471800;5816.01135907223;
20210101;44500;1609472700;5877.51276322589;
20210101;50000;1609473600;5939.01416737955;
20210101;51500;1609474500;5981.19128062111;
20210101;53000;1609475400;6023.36839386267;
20210101;54500;1609476300;6065.54550710424;
20210101;60000;1609477200;6107.7226203458;
20210101;61500;1609478100;7517.75406845107;
20210101;63000;1609479000;8927.78551655635;
20210101;64500;1609479900;10337.8169646616;
20210101;70000;1609480800;11747.8484127669;
20210101;71500;1609481700;11397.7020279729;
20210101;73000;1609482600;11047.555643179;
20210101;74500;1609483500;10697.409258385;
20210101;80000;1609484400;10347.2628735911;
20210101;81500;1609485300;10037.9683736231;
20210101;83000;1609486200;9728.67387365506;
20210101;84500;1609487100;9419.37937368705;
20210101;90000;1609488000;9110.08487371904;
20210101;91500;1609488900;8467.11721643408;
20210101;93000;1609489800;7824.14955914911;
20210101;94500;1609490700;7181.18190186415;
20210101;100000;1609491600;6538.21424457919;
20210101;101500;1609492500;6715.16368819896;
20210101;103000;1609493400;6892.11313181874;
20210101;104500;1609494300;7069.06257543851;
20210101;110000;1609495200;7246.01201905828;
20210101;111500;1609496100;7068.92876941646;
20210101;113000;1609497000;6891.84551977463;
20210101;114500;1609497900;6714.7622701328;
20210101;120000;1609498800;6537.67902049097;
20210101;121500;1609499700;6448.73703548855;
20210101;123000;1609500600;6359.79505048614;
20210101;124500;1609501500;6270.85306548372;
20210101;130000;1609502400;6181.9110804813;
20210101;131500;1609503300;6385.34623383362;
20210101;133000;1609504200;6588.78138718593;
20210101;134500;1609505100;6792.21654053824;
20210101;140000;1609506000;6995.65169389056;
20210101;141500;1609506900;7007.77048664021;
20210101;143000;1609507800;7019.88927938986;
20210101;144500;1609508700;7032.00807213951;
20210101;150000;1609509600;7044.12686488916;
20210101;151500;1609510500;7015.02377782483;
20210101;153000;1609511400;6985.9206907605;
20210101;154500;1609512300;6956.81760369617;
20210101;160000;1609513200;6927.71451663184;
20210101;161500;1609514100;6874.8471398018;
20210101;163000;1609515000;6821.97976297177;
20210101;164500;1609515900;6769.11238614173;
20210101;170000;1609516800;6716.24500931169;
20210101;171500;1609517700;6667.48562254471;
20210101;173000;1609518600;6618.72623577773;
20210101;174500;1609519500;6569.96684901074;
20210101;180000;1609520400;6521.20746224376;
20210101;181500;1609521300;6342.2935224636;
20210101;183000;1609522200;6163.37958268345;
20210101;184500;1609523100;5984.46564290329;
20210101;190000;1609524000;5805.55170312314;
20210101;191500;1609524900;5796.79440261111;
20210101;193000;1609525800;5788.03710209908;
20210101;194500;1609526700;5779.27980158705;
20210101;200000;1609527600;5770.52250107502;
20210101;201500;1609528500;5722.79003636602;
20210101;203000;1609529400;5675.05757165703;
20210101;204500;1609530300;5627.32510694803;
20210101;210000;1609531200;5579.59264223903;
20210101;211500;1609532100;5568.59578982132;
20210101;213000;1609533000;5557.59893740361;
20210101;214500;1609533900;5546.6020849859;
20210101;220000;1609534800;5535.60523256819;
20210101;221500;1609535700;4238.29118372019;
20210101;223000;1609536600;2940.97713487219;
20210101;224500;1609537500;1643.6630860242;
20210101;230000;1609538400;346.349037176198;
20210101;231500;1609539300;743.208004299871;
20210101;233000;1609540200;1140.06697142354;
20210101;234500;1609541100;1536.92593854722;
20210102;0;1609542000;1933.78490567089;
20210102;1500;1609542900;2217.30435193387;
20210102;3000;1609543800;2500.82379819684;
20210102;4500;1609544700;2784.34324445982;
20210102;10000;1609545600;3067.8626907228;
20210102;11500;1609546500;3241.79117533427;
20210102;13000;1609547400;3415.71965994574;
20210102;14500;1609548300;3589.64814455721;
20210102;20000;1609549200;3763.57662916868;
20210102;21500;1609550100;3858.31975667647;
20210102;23000;1609551000;3953.06288418427;
20210102;24500;1609551900;4047.80601169206;
20210102;30000;1609552800;4142.54913919986;
20210102;31500;1609553700;4199.58250868354;
20210102;33000;1609554600;4256.61587816723;
20210102;34500;1609555500;4313.64924765091;
20210102;40000;1609556400;4370.6826171346;
20210102;41500;1609557300;4410.931919179;
20210102;43000;1609558200;4451.18122122339;
20210102;44500;1609559100;4491.43052326779;
20210102;50000;1609560000;4531.67982531219;
20210102;51500;1609560900;4495.33692531354;
20210102;53000;1609561800;4458.99402531489;
20210102;54500;1609562700;4422.65112531625;
20210102;60000;1609563600;4386.3082253176;
20210102;61500;1609564500;5803.20216700954;
20210102;63000;1609565400;7220.09610870149;
20210102;64500;1609566300;8636.99005039343;
20210102;70000;1609567200;10053.8839920854;
20210102;71500;1609568100;9642.10260300948;
20210102;73000;1609569000;9230.32121393359;
20210102;74500;1609569900;8818.5398248577;
20210102;80000;1609570800;8406.75843578181;
20210102;81500;1609571700;8158.6207904351;
20210102;83000;1609572600;7910.48314508839;
20210102;84500;1609573500;7662.34549974168;
20210102;90000;1609574400;7414.20785439497;
20210102;91500;1609575300;7160.89264341011;
20210102;93000;1609576200;6907.57743242524;
20210102;94500;1609577100;6654.26222144037;
20210102;100000;1609578000;6400.9470104555;
20210102;101500;1609578900;6328.81686706112;
20210102;103000;1609579800;6256.68672366675;
20210102;104500;1609580700;6184.55658027237;
20210102;110000;1609581600;6112.42643687799;
20210102;111500;1609582500;5840.14431661321;
