#General information: Fraunhofer ISE  reserves the right not to be responsible for the topicality, correctness, completeness or quality of the information provided. Liability claims regarding damage caused by the use of any information provided, including any kind of information which is incomplete or incorrect,will therefore be rejected.
#file_info: --- Simulated load profile with synPRO --- number of occupants: 2 --- socioeconomic factor: MFHkl --- climate region: TRY2010_6_Jahr.dat --- total domestic hot water energy demand: 6796 ---  Building TypeMFH_6 ---  --- For more information contact our synPRO team oc-synpro@ise.fraunhofer.de
#timestep_sec: 900
#col_no;col_name;unit;category;comment
#001;YYYYMMDD;0;time;Date [human readable]
#002;hhmmss;0;time;Time [human readable]
#003;unixtimestamp;s;time;Elapsed seconds from 01-01-1970
#004;Q_dhw;W;power;heating demand for water heating 
#simulated building;MFH_6
#climate region;TRY2010_6_Jahr.dat
#number of houses;1
#number of apartments;4
#number of occupants per apartment;2
#working pattern;MFHkl
#total number of occupants;8
#specific DHW demand per person;1699;kWh/p
YYYYMMDD;hhmmss;unixtimestamp;Q_dhw
20210101;000000;1609455600;353.321561729876
20210101;001500;1609456500;353.32788835097
20210101;003000;1609457400;499.091432230256
20210101;004500;1609458300;353.32788835097
20210101;010000;1609459200;353.32788835097
20210101;011500;1609460100;353.32788835097
20210101;013000;1609461000;353.32788835097
20210101;014500;1609461900;353.32788835097
20210101;020000;1609462800;353.32788835097
20210101;021500;1609463700;353.32788835097
20210101;023000;1609464600;353.32788835097
20210101;024500;1609465500;353.32788835097
20210101;030000;1609466400;353.32788835097
20210101;031500;1609467300;353.32788835097
20210101;033000;1609468200;353.32788835097
20210101;034500;1609469100;353.32788835097
20210101;040000;1609470000;353.32788835097
20210101;041500;1609470900;353.32788835097
20210101;043000;1609471800;353.32788835097
20210101;044500;1609472700;353.32788835097
20210101;050000;1609473600;353.32788835097
20210101;051500;1609474500;353.32788835097
20210101;053000;1609475400;353.32788835097
20210101;054500;1609476300;353.32788835097
20210101;060000;1609477200;353.32788835097
20210101;061500;1609478100;353.32788835097
20210101;063000;1609479000;353.32788835097
20210101;064500;1609479900;353.32788835097
20210101;070000;1609480800;1309.90114505879
20210101;071500;1609481700;353.32788835097
20210101;073000;1609482600;353.32788835097
20210101;074500;1609483500;353.32788835097
20210101;080000;1609484400;353.32788835097
20210101;081500;1609485300;353.32788835097
20210101;083000;1609486200;353.32788835097
20210101;084500;1609487100;2688.58133091704
20210101;090000;1609488000;3605.67696115755
20210101;091500;1609488900;353.32788835097
20210101;093000;1609489800;353.32788835097
20210101;094500;1609490700;353.32788835097
20210101;100000;1609491600;3906.31427040857
20210101;101500;1609492500;353.32788835097
20210101;103000;1609493400;353.32788835097
20210101;104500;1609494300;353.32788835097
20210101;110000;1609495200;489.981210737801
20210101;111500;1609496100;353.32788835097
20210101;113000;1609497000;353.32788835097
20210101;114500;1609497900;353.32788835097
20210101;120000;1609498800;353.32788835097
20210101;121500;1609499700;353.32788835097
20210101;123000;1609500600;2175.37218684205
20210101;124500;1609501500;353.32788835097
20210101;130000;1609502400;353.32788835097
20210101;131500;1609503300;353.32788835097
20210101;133000;1609504200;353.32788835097
20210101;134500;1609505100;353.32788835097
20210101;140000;1609506000;353.32788835097
20210101;141500;1609506900;353.32788835097
20210101;143000;1609507800;353.32788835097
20210101;144500;1609508700;353.32788835097
20210101;150000;1609509600;699.516305064275
20210101;151500;1609510500;2260.40092077163
20210101;153000;1609511400;353.32788835097
20210101;154500;1609512300;353.32788835097
20210101;160000;1609513200;353.32788835097
20210101;161500;1609514100;353.32788835097
20210101;163000;1609515000;353.32788835097
20210101;164500;1609515900;353.32788835097
20210101;170000;1609516800;353.32788835097
20210101;171500;1609517700;353.32788835097
20210101;173000;1609518600;353.32788835097
20210101;174500;1609519500;353.32788835097
20210101;180000;1609520400;353.32788835097
20210101;181500;1609521300;353.32788835097
20210101;183000;1609522200;353.32788835097
20210101;184500;1609523100;353.32788835097
20210101;190000;1609524000;2840.41835579129
20210101;191500;1609524900;4222.13528214703
20210101;193000;1609525800;353.32788835097
20210101;194500;1609526700;353.32788835097
20210101;200000;1609527600;353.32788835097
20210101;201500;1609528500;353.32788835097
20210101;203000;1609529400;353.32788835097
20210101;204500;1609530300;353.32788835097
20210101;210000;1609531200;353.32788835097
20210101;211500;1609532100;587.156906657325
20210101;213000;1609533000;6199.05334600985
20210101;214500;1609533900;353.32788835097
20210101;220000;1609534800;353.32788835097
20210101;221500;1609535700;353.32788835097
20210101;223000;1609536600;353.32788835097
20210101;224500;1609537500;353.32788835097
20210101;230000;1609538400;353.32788835097
20210101;231500;1609539300;353.32788835097
20210101;233000;1609540200;8443.20457365136
20210101;234500;1609541100;1009.26383580776
20210102;000000;1609542000;353.88399134631
20210102;001500;1609542900;353.890239694573
20210102;003000;1609543800;353.890239694573
20210102;004500;1609544700;353.890239694573
20210102;010000;1609545600;353.890239694573
20210102;011500;1609546500;353.890239694573
20210102;013000;1609547400;353.890239694573
20210102;014500;1609548300;353.890239694573
20210102;020000;1609549200;353.890239694573
20210102;021500;1609550100;353.890239694573
20210102;023000;1609551000;353.890239694573
20210102;024500;1609551900;353.890239694573
20210102;030000;1609552800;353.890239694573
20210102;031500;1609553700;353.890239694573
20210102;033000;1609554600;353.890239694573
20210102;034500;1609555500;353.890239694573
20210102;040000;1609556400;353.890239694573
20210102;041500;1609557300;353.890239694573
20210102;043000;1609558200;353.890239694573
20210102;044500;1609559100;353.890239694573
20210102;050000;1609560000;2203.16706626213
20210102;051500;1609560900;353.890239694573
20210102;053000;1609561800;353.890239694573
20210102;054500;1609562700;353.890239694573
20210102;060000;1609563600;353.890239694573
20210102;061500;1609564500;353.890239694573
20210102;063000;1609565400;353.890239694573
20210102;064500;1609566300;353.890239694573
20210102;070000;1609567200;1850.3445138249
20210102;071500;1609568100;694.546497220176
20210102;073000;1609569000;1065.61849202485
20210102;074500;1609569900;353.890239694573
20210102;080000;1609570800;353.890239694573
20210102;081500;1609571700;353.890239694573
20210102;083000;1609572600;353.890239694573
20210102;084500;1609573500;353.890239694573
20210102;090000;1609574400;353.890239694573
20210102;091500;1609575300;353.890239694573
20210102;093000;1609576200;353.890239694573
20210102;094500;1609577100;353.890239694573
20210102;100000;1609578000;353.890239694573
20210102;101500;1609578900;1476.23094529232
20210102;103000;1609579800;353.890239694573
20210102;104500;1609580700;353.890239694573
20210102;110000;1609581600;353.890239694573
20210102;111500;1609582500;353.890239694573
20210102;113000;1609583400;353.890239694573
20210102;114500;1609584300;353.890239694573
20210102;120000;1609585200;353.890239694573
20210102;121500;1609586100;353.890239694573
20210102;123000;1609587000;353.890239694573
20210102;124500;1609587900;2589.44692970635
20210102;130000;1609588800;353.890239694573
20210102;131500;1609589700;353.890239694573
20210102;133000;1609590600;353.890239694573
20210102;134500;1609591500;353.890239694573
20210102;140000;1609592400;353.890239694573
20210102;141500;1609593300;353.890239694573
20210102;143000;1609594200;353.890239694573
20210102;144500;1609595100;1777.34674435513
20210102;150000;1609596000;353.890239694573
20210102;151500;1609596900;353.890239694573
20210102;153000;1609597800;353.890239694573
20210102;154500;1609598700;353.890239694573
20210102;160000;1609599600;353.890239694573
20210102;161500;1609600500;353.890239694573
20210102;163000;1609601400;6954.10522925314
20210102;164500;1609602300;353.890239694573
20210102;170000;1609603200;353.890239694573
20210102;171500;1609604100;353.890239694573
20210102;173000;1609605000;353.890239694573
20210102;174500;1609605900;353.890239694573
20210102;180000;1609606800;353.890239694573
20210102;181500;1609607700;353.890239694573
20210102;183000;1609608600;353.890239694573
20210102;184500;1609609500;353.890239694573
20210102;190000;1609610400;353.890239694573
20210102;191500;1609611300;353.890239694573
20210102;193000;1609612200;353.890239694573
20210102;194500;1609613100;353.890239694573
20210102;200000;1609614000;353.890239694573
20210102;201500;1609614900;353.890239694573
20210102;203000;1609615800;353.890239694573
20210102;204500;1609616700;353.890239694573
20210102;210000;1609617600;353.890239694573
20210102;211500;1609618500;353.890239694573
20210102;213000;1609619400;353.890239694573
20210102;214500;1609620300;353.890239694573
20210102;220000;1609621200;353.890239694573
20210102;221500;1609622100;353.890239694573
20210102;223000;1609623000;353.890239694573
20210102;224500;1609623900;353.890239694573
20210102;230000;1609624800;353.890239694573
20210102;231500;1609625700;353.890239694573
20210102;233000;1609626600;353.890239694573
20210102;234500;1609627500;353.890239694573
20210103;000000;1609628400;354.439268340304
20210103;001500;1609629300;354.445437201492
20210103;003000;1609630200;354.445437201492
20210103;004500;1609631100;354.445437201492
20210103;010000;1609632000;354.445437201492
20210103;011500;1609632900;354.445437201492
20210103;013000;1609633800;354.445437201492
20210103;014500;1609634700;598.153075072277
20210103;020000;1609635600;354.445437201492
20210103;021500;1609636500;354.445437201492
20210103;023000;1609637400;354.445437201492
20210103;024500;1609638300;354.445437201492
20210103;030000;1609639200;354.445437201492
20210103;031500;1609640100;354.445437201492
20210103;033000;1609641000;354.445437201492
20210103;034500;1609641900;354.445437201492
20210103;040000;1609642800;354.445437201492
20210103;041500;1609643700;3766.35236739249
20210103;043000;1609644600;354.445437201492
20210103;044500;1609645500;354.445437201492
20210103;050000;1609646400;354.445437201492
20210103;051500;1609647300;744.377657794748
20210103;053000;1609648200;354.445437201492
20210103;054500;1609649100;354.445437201492
20210103;060000;1609650000;354.445437201492
20210103;061500;1609650900;354.445437201492
20210103;063000;1609651800;354.445437201492
20210103;064500;1609652700;354.445437201492
20210103;070000;1609653600;354.445437201492
20210103;071500;1609654500;354.445437201492
20210103;073000;1609655400;354.445437201492
20210103;074500;1609656300;354.445437201492
20210103;080000;1609657200;354.445437201492
20210103;081500;1609658100;354.445437201492
20210103;083000;1609659000;2040.59765671999
20210103;084500;1609659900;354.445437201492
20210103;090000;1609660800;354.445437201492
20210103;091500;1609661700;354.445437201492
20210103;093000;1609662600;354.445437201492
20210103;094500;1609663500;354.445437201492
20210103;100000;1609664400;354.445437201492
20210103;101500;1609665300;354.445437201492
20210103;103000;1609666200;354.445437201492
20210103;104500;1609667100;354.445437201492
20210103;110000;1609668000;354.445437201492
20210103;111500;1609668900;354.445437201492
20210103;113000;1609669800;354.445437201492
20210103;114500;1609670700;354.445437201492
20210103;120000;1609671600;354.445437201492
20210103;121500;1609672500;354.445437201492
20210103;123000;1609673400;354.445437201492
20210103;124500;1609674300;354.445437201492
20210103;130000;1609675200;354.445437201492
20210103;131500;1609676100;354.445437201492
20210103;133000;1609677000;354.445437201492
20210103;134500;1609677900;354.445437201492
20210103;140000;1609678800;354.445437201492
20210103;141500;1609679700;354.445437201492
20210103;143000;1609680600;354.445437201492
20210103;144500;1609681500;354.445437201492
20210103;150000;1609682400;354.445437201492
20210103;151500;1609683300;354.445437201492
20210103;153000;1609684200;354.445437201492
20210103;154500;1609685100;354.445437201492
20210103;160000;1609686000;354.445437201492
20210103;161500;1609686900;354.445437201492
20210103;163000;1609687800;354.445437201492
20210103;164500;1609688700;354.445437201492
20210103;170000;1609689600;354.445437201492
20210103;171500;1609690500;354.445437201492
20210103;173000;1609691400;354.445437201492
20210103;174500;1609692300;354.445437201492
20210103;180000;1609693200;354.445437201492
20210103;181500;1609694100;3096.15636324783
20210103;183000;1609695000;354.445437201492
20210103;184500;1609695900;354.445437201492
20210103;190000;1609696800;354.445437201492
20210103;191500;1609697700;354.445437201492
20210103;193000;1609698600;354.445437201492
20210103;194500;1609699500;354.445437201492
20210103;200000;1609700400;354.445437201492
20210103;201500;1609701300;354.445437201492
20210103;203000;1609702200;354.445437201492
20210103;204500;1609703100;354.445437201492
20210103;210000;1609704000;354.445437201492
20210103;211500;1609704900;354.445437201492
20210103;213000;1609705800;354.445437201492
20210103;214500;1609706700;354.445437201492
20210103;220000;1609707600;354.445437201492
20210103;221500;1609708500;354.445437201492
20210103;223000;1609709400;354.445437201492
20210103;224500;1609710300;354.445437201492
20210103;230000;1609711200;354.445437201492
20210103;231500;1609712100;354.445437201492
20210103;233000;1609713000;354.445437201492
20210103;234500;1609713900;354.445437201492
20210104;000000;1609714800;354.987286045244
20210104;001500;1609715700;354.9933742345
20210104;003000;1609716600;354.9933742345
20210104;004500;1609717500;354.9933742345
20210104;010000;1609718400;354.9933742345
20210104;011500;1609719300;354.9933742345
20210104;013000;1609720200;354.9933742345
20210104;014500;1609721100;354.9933742345
20210104;020000;1609722000;354.9933742345
20210104;021500;1609722900;354.9933742345
20210104;023000;1609723800;354.9933742345
20210104;024500;1609724700;354.9933742345
20210104;030000;1609725600;354.9933742345
20210104;031500;1609726500;354.9933742345
20210104;033000;1609727400;354.9933742345
20210104;034500;1609728300;354.9933742345
20210104;040000;1609729200;354.9933742345
20210104;041500;1609730100;354.9933742345
20210104;043000;1609731000;354.9933742345
20210104;044500;1609731900;354.9933742345
20210104;050000;1609732800;354.9933742345
20210104;051500;1609733700;354.9933742345
20210104;053000;1609734600;354.9933742345
20210104;054500;1609735500;354.9933742345
20210104;060000;1609736400;4885.80977808109
20210104;061500;1609737300;354.9933742345
20210104;063000;1609738200;354.9933742345
20210104;064500;1609739100;354.9933742345
20210104;070000;1609740000;354.9933742345
20210104;071500;1609740900;354.9933742345
20210104;073000;1609741800;354.9933742345
20210104;074500;1609742700;354.9933742345
20210104;080000;1609743600;354.9933742345
20210104;081500;1609744500;3845.40008534594
